text,segmented_text,gloss,translation,detailed_gloss
"['-Ri', ""loq'laj"", 'taq', ""chee'"", ""k'aam"", ""tijb'ij"", 'taq', 'qa-qaaj,', 'qa-chuuch.+']","['ri', ""loq'laj"", 'taq', ""chee'"", ""k'aam"", 'ti-', 'j-', ""b'ij"", 'taq', 'qa-', 'qaaj', 'qa-', 'chuuch']","['PART', 'ADJ', 'PART', 'S', 'S', 'TAM', 'PERS', 'VI', 'PART', 'PERS', 'S', 'PERS', 'S']","['Son', 'los', 'santos', 'arboles', 'que', 'dicen', 'nuestros', 'padres', 'y', 'nuestras', 'madres.']","['AFI#PART', 'ADJ', 'PL#PART', 'S', 'S', 'INC#TAM', 'E3S#PERS', 'VI', 'PL#PART', 'E1P#PERS', 'S', 'E1P#PERS', 'S']"
"['Jnonli', ""tijb'ij"", 'taq.+']","['jilon', '-li', 'ti-', 'j-', ""b'ij"", 'taq']","['ADV', 'PART', 'TAM', 'PERS', 'VI', 'PART']","['Asi', 'dicen.']","['AFI#ADV', 'DEM#PART', 'INC#TAM', 'E3S#PERS', 'VI', 'PL#PART']"
,"[""loq'laj"", ""chee'"", ""k'aam""]","['ADJ', 'S', 'S']","['Santos', 'arboles.']","['ADJ', 'S', 'S']"
"[""cha'"", 'taq', 'qa-qaaj,+']","[""cha'"", 'taq', 'qa-', 'qaaj']","['VI', 'PART', 'PERS', 'S']","['Que', 'decÃ\xadan', 'nuestros', 'padres.']","['VI', 'PL#PART', 'E1P#PERS', 'S']"
"['qa-chuuch,', 'qamaam,+']","['qa-', 'chuuch', 'qa-', 'maam']","['PERS', 'S', 'PERS', 'S']","['Nuestras', 'mamas', 'nuestros', 'abuelos.']","['E1P#PERS', 'S', 'E1P#PERS', 'S']"
"[""qeet'"", 'u', 'rechaq.+']","[""qeet'"", 'o', 'r-', 'ech', '-aq']","['S', 'CONJ', 'PERS', 'SREL', 'PART']","['Abuelas', 'y', 'ellos.']","['S', 'CONJ', 'E3P#PERS', 'SREL', 'PL#PART']"
"['Toos', 'ri', ""tijb'ij"", 'taq,+']","['entoons', 'ri', 'ti-', 'j-', ""b'ij"", 'taq']","['ADV', 'PART', 'TAM', 'PERS', 'VI', 'PART']","['Entonces', 'eso', 'es', 'lo', 'dicen.']","['ADV', 'AFI#PART', 'INC#TAM', 'E3S#PERS', 'VI', 'PL#PART']"
"['rem', ""jb'anik"", ""rka'"", ""tanb'ij"", 'iin', 'pwes', 'kee.+']","['r-', 'e', '-m', 'j-', ""b'an"", '-ik', ""rka'"", 't-', 'an-', ""b'ij"", 'iin', 'pwees', 'kee']","['PERS', 'SREL', 'PART', 'PERS', 'VT', 'SUF', 'PART', 'TAM', 'PERS', 'VI', 'PRON', 'ADV', 'ADV']","['Asi', 'como', 'digo', 'yo', 'pues', 'que.']","['E3S#PERS', 'SREL', 'IMP#PART', 'E3S#PERS', 'VT', 'SC#SUF', 'PART#PART', 'INC#TAM', 'E1S#PERS', 'VI', 'PRON', 'ADV', 'ADV']"
"['I', 'li', 'es', ""inportanti'n,+""]","['i', 'li', 'es', 'inportant', ""-i'n""]","['CONJ', 'DEM', 'ADV', 'ADV', 'PART']","['Y', 'eso', 'es', 'importante.']","['CONJ#CONJ', 'DEM#DEM', 'ADV', 'ADV', 'ENF#PART']"
"[""rejwexki'"", 'man,', 'man,', 'man,', 'man', 'yoloj', 'li.+']","['rejwex', ""-i'"", 'man', 'man', 'man', 'man', 'yoloj', 'li']","['S', 'PART', 'ART', 'ART', 'ART', 'ART', 'S', 'DEM']","['Es', 'necesario', 'esa', 'plÃ¡tica.']","['S', 'ENF#PART', 'ART#ART', 'ART#ART', 'ART#ART', 'ART#ART', 'S', 'DEM#DEM']"
"[""Matja'tisach"", 'chi', 'qe', 'pwes', 'ke', 'li,', 'li', 'man', ""chee'"", ""tqaye'"", ""jq'iij"", ""chee'.+""]","['mat-', ""ja'-"", 'ti-', 'sach', 'chi', 'qe', 'pwees', 'ke', 'li', 'li', 'man', ""chee'"", 't-', 'qa-', ""ye'"", 'j-', ""q'iij"", ""chee'""]","['PART', 'PART', 'TAM', 'VT', 'PREP', 'SREL', 'ADV', 'PART', 'DEM', 'DEM', 'ART', 'S', 'TAM', 'PERS', 'VT', 'PERS', 'S', 'S']","['HojalÃ¡', 'que', 'no', 'se', 'nos', 'olvide', 'que', 'el', 'Ã¡rbol', 'es', 'de', 'mucha', 'importancia.']","['PART#PART', 'PART#PART', 'INC#TAM', 'VT', 'PREP#PREP', 'SREL', 'ADV', 'PART', 'DEM#DEM', 'DEM#DEM', 'ART#ART', 'S', 'INC#TAM', 'E1P#PERS', 'VT', 'E3S#PERS', 'S', 'S']"
"['Kwando', ""wi'"", 'jun', 'bween', ""k'ichelaaj,+""]","['kwaand', ""wi'"", 'jun', 'bween', ""k'iche'laaj""]","['ADV', 'EXS', 'NUM', 'ADV', 'S']","['Cuando', 'hay', 'una', 'buena', 'montaÃ±a.']","['ADV', 'EXS#EXS', 'NUM', 'ADV', 'S']"
"[""cha',+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['galan', ""ja'"", ""ta'lex.+""]","['galaan', ""ja'"", ""ta'-"", 'lex']","['ADJ', 'S', 'TAM', 'VI']","['Buen', 'agua', 'nace.']","['ADJ', 'S', 'INC#TAM', 'VI']"
"['Chi', ""k'otob',+""]","['chi', ""k'otob'""]","['PREP', 'S']","['En', 'los', 'pozos.']","['PREP#PREP', 'S']"
"[""cha'"", ""t'oq'ch"", 'qe', ""ja'"", 'uchaq,', 'uchaq', 'tantaq,+']","[""cha'"", 't-', ""oq'"", '-ch', 'qe', ""ja'"", 'uch', '-aq', 'uch', '-aq', 'tantaq']","['VI', 'TAM', 'VI', 'DIR', 'PART', 'S', 'SREL', 'PART', 'SREL', 'PART', 'S']","['Llora', 'el', 'agua', 'sobre', 'las', 'peÃ±as.']","['VI', 'INC#TAM', 'VI', 'DIR#DIR', 'PART#PART', 'S', 'SREL', 'PL#PART', 'SREL', 'PL#PART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dicen.'],['VI']
"['Toos', ""t'elch"", ""ja',+""]","['entoons', 't-', 'el', '-ch', ""ja'""]","['ADV', 'TAM', 'VI', 'DIR', 'S']","['Entonces', 'sale', 'el', 'agua.']","['ADV', 'INC#TAM', 'VI', 'DIR#DIR', 'S']"
"['toose', ""ri'"", 'li', ""jb'anik"", ""ta'lexch"", ""ja'.+""]","['entoons', ""ri'"", 'li', 'j-', ""b'an"", '-ik', 'ta-', ""'alex"", '-ch', ""ja'""]","['ADV', 'PART', 'DEM', 'PERS', 'VT', 'SUF', 'TAM', 'VI', 'DIR', 'S']","['Entonces', 'eso', 'es', 'la', 'forma', 'coomo', 'nace', 'el', 'agua.']","['ADV', 'AFI#PART', 'DEM#DEM', 'E3S#PERS', 'VT', 'SV#SUF', 'INC#TAM', 'VI', 'DIR#DIR', 'S']"
"['Per', ""jwi'li'"", ""chee',+""]","['peer', 'j-', ""wi'l"", ""-i'"", ""chee'""]","['ADV', 'PERS', 'SREL', 'PART', 'S']","['Pero', 'es', 'por', 'los', 'Ã¡rboles.']","['ADV', 'E3S#PERS', 'SREL', 'ENF#PART', 'S']"
"['komo', ""tijb'ij"", 'taq', 'li', 'kastiy', 'pwes', 'e...,+']","['koom', 'ti-', 'j-', ""b'ij"", 'taq', 'li', 'kastiiy', 'pwees', 'e']","['ADV', 'TAM', 'PERS', 'VI', 'PART', 'PREP', 'S', 'ADV', 'CONJ']","['Como', 'dicen', 'en', 'castellano', 'pues.']","['ADV', 'INC#TAM', 'E3S#PERS', 'VI', 'PL#PART', 'PREP#PREP', 'S', 'ADV', 'CONJ']"
"['brinda', 'kurason', 'del', 'muntaÃ±o,+']","['brinda', 'kurason', 'del', 'muntaÃ±o']","['VI', 'S', 'ADJ', 'S']","['Brinda', 'corazÃ³n', 'de', 'la', 'montaÃ±a.']","['VI', 'S', 'ADJ', 'S']"
"[""che'"", 'taq.+']","[""cha'"", 'taq']","['VI', 'PART']",['Dicen.'],"['VI', 'PL#PART']"
"[""Ji'n"", 'per', ""chijb'anik"", ""tanb'ij"", 'iin,+']","[""ji'n"", 'per', 'chi-', 'j-', ""b'an"", '-ik', 't-', 'an-', ""b'ij"", 'iin']","['PART', 'ADV', 'TAM', 'PERS', 'VT', 'SUF', 'MED', 'PERS', 'VI', 'PRON']","['Como', 'digo', 'yo.']","['AFI#PART', 'ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'SC#SUF', 'MED', 'E2S#PERS', 'VI', 'PRON']"
"['jinon', 'li.+']","['jilon', 'li']","['PART', 'DEM']","['Asi', 'es.']","['AFI#PART', 'DEM#DEM']"
"['Per', 'kwand', ""chee'"", ""tloq'Ã¡jk,+""]","['per', 'kwand', ""chee'"", 't-', ""loq'aa"", '-j', '-k']","['ADV', 'ADV', 'S', 'TAM', 'VT', 'PART', 'SUF']","['Pero', 'cuando', 'a', 'los', 'Ã¡rboles', 'se', 'les', 'protege.']","['ADV', 'ADV', 'S', 'INC#TAM', 'VT', 'ITR#PART', 'SC#SUF']"
"[""tloq'Ã¡j"", ""che...',+""]","['t-', ""loq'a"", '-j', ""che'""]","['TAM', 'VT', 'SUF', 'S']","['Cuidar', 'los', 'bosques.']","['INC#TAM', 'VT', 'SC#SUF', 'S']"
"[""ta'"", ""tb'ensaj"", ""k'ex"", 're', ""wi'"", 'taqra', ""jq'ab',+""]","[""ta'"", 't-', ""b'en"", '-sÃ¡j', ""k'ex"", 're', ""wi'"", 'taq', '-ra', 'j-', ""q'ab'""]","['PART', 'TAM', 'VT', 'SUF', 'ADJ', 'PRON', 'EXS', 'PART', 'DIM', 'PERS', 'S']","['No', 'hacerle', 'daÃ±o', 'a', 'los', 'Ã¡rboles,', 'para', 'eso', 'tiene', 'sus', 'ramitas.']","['NEG#PART', 'INC#TAM', 'VT', 'PAS#SUF', 'ADJ', 'PRON', 'EXS#EXS', 'PL#PART', 'DIM#DIM', 'E3S#PERS', 'S']"
"['taq', 'ra', 'cheqejchaqj.+']","['taq', 'ra', 'cheqej', '-chaq']","['PART', 'PART', 'ADJ', 'PART']","['Los', 'ramas', 'que', 'ya', 'estan', 'secas.']","['PL#PART', 'DIM#PART', 'ADJ', 'PART#PART']"
"[""Ri'"", 'li', 'tqakoj', 'li', ""q'aaq',+""]","[""ri'"", 'li', 't-', 'qa-', 'koj', 'li', ""q'aaq'""]","['PART', 'DEM', 'TAM', 'PERS', 'VT', 'PREP', 'S']","['Eso', 'es', 'lo', 'que', 'usamos', 'para', 'el', 'fuego.']","['AFI#PART', 'DEM#DEM', 'INC#TAM', 'E1P#PERS', 'VT', 'PREP#PREP', 'S']"
"[""marita'"", 'li', ""tqab'an"", ""k'ex"", 're', ""chee'.+""]","['ma-', ""rita'"", 'li', 't-', 'qa', ""b'an"", ""k'ex"", 're', ""chee'""]","['PART', 'PART', 'DEM', 'TAM', 'PERS', 'VT', 'ADJ', 'PART', 'S']","['No', 'es', 'hasta', 'ahora', 'que', 'le', 'hacemos', 'daÃ±o', 'a', 'los', 'arboles.']","['IMP#PART', 'PART#PART', 'DEM#DEM', 'INC#TAM', 'E1P#PERS', 'VT', 'ADJ', 'PART#PART', 'S']"
"['Nimaq', 'taq', ""chee',+""]","['nim', '-aq', 'taq', ""chee'""]","['ADJ', 'PART', 'PART', 'S']","['Los', 'grandes', 'arboles.']","['ADJ', 'PL#PART', 'PL#PART', 'S']"
"['kom', ""chawilka'"", ""jb'anik"", 'tren', 'taq', 'kirtyan+']","['koom', 'ch-', 'aw-', 'il', ""-ka'"", 'j-', ""b'an"", '-ik', 't-', 'r-', 'en', 'taq', 'kirtyaan']","['PART', 'PREP', 'PERS', 'VT', 'PART', 'PERS', 'VT', 'SUF', 'TAM', 'PERS', 'VT', 'PART', 'S']","['Como', 'ya', 've', 'como', 'hace', 'la', 'gente.']","['PART', 'PREP#PREP', 'E2S#PERS', 'VT', 'PART#PART', 'E3S#PERS', 'VT', 'SV#SUF', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'S']"
"['ori', 'tijin', 'tijqasaj', 'taq', 'nimaq', 'taq', ""chee'.+""]","['ori', 'tijin', 'ti-', 'j-', 'qasaj', 'taq', 'nimaq', 'taq', ""chee'""]","['ADV', 'TAM', 'TAM', 'PERS', 'VT', 'PART', 'ADJ', 'PART', 'S']","['Ahora', 'estan', 'botando', 'arboles', 'grandes.']","['ADV', 'PRG#TAM', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'ADJ', 'PL#PART', 'S']"
"['Chaj', 'tijin', 'tren', 'taq', ""k'ex"", 're.+']","['chaj', 'tijin', 't-', 'r-', 'en', 'taq', ""k'ex"", 're']","['S', 'TAM', 'TAM', 'PERS', 'VT', 'PART', 'ADJ', 'PART']","['Al', 'pino', 'le', 'estan', 'haciendo', 'daÃ±o.']","['S', 'PRG#TAM', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'ADJ', 'PART#PART']"
"['Toos', ""ri'"", ""li'"", ""jb'anik"", 'rii', 'jun', ""sib'laj,+""]","['entoons', ""ri'"", 'li', 'j-', ""b'an"", '-ik', 'ri', 'jun', ""sib'laj.""]","['ADV', 'PART', 'DEM', 'PERS', 'VT', 'SUF', 'PART', 'NUM', 'PART']","['Entonces', 'eso', 'es', 'una', 'gran.']","['ADV', 'AFI#PART', 'DEM#DEM', 'E3S#PERS', 'VT', 'SC#SUF', 'AFI#PART', 'NUM', 'ITS#PART']"
"[""jb'anik"", 'jun', 'jwert', 'kimik', 'tren', 'taq', 'nojeel', ""q'iij.+""]","['j-', ""b'an"", '-ik', 'jun', 'jwert', 'kim', '-ik', 't-', 'r-', 'en', 'taq', 'nojeel', ""q'iij""]","['PERS', 'VT', 'SUF', 'NUM', 'ADV', 'VI', 'SUF', 'TAM', 'PERS', 'VT', 'PART', 'ADV', 'S']","['Es', 'como', 'que', 'estubieran', 'matando', 'todos', 'los', 'dias.']","['E3S#PERS', 'VT', 'SC#SUF', 'NUM', 'ADV', 'VI', 'SC#SUF', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'ADV', 'S']"
"['Jun', 'jwert', 'sachik', 'tren', 'taq', 'nojeel', ""q'iij.+""]","['jun', 'jwert', 'sach', '-ik', 't-', 'r-', 'en', 'taq', 'nojeel', ""q'iij""]","['NUM', 'ADV', 'VT', 'SUF', 'TAM', 'PERS', 'VT', 'PART', 'ADV', 'S']","['Una', 'fuerte', 'perdida', 'hacen', 'todos', 'los', 'dias.']","['NUM', 'ADV', 'VT', 'SC#SUF', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'ADV', 'S']"
"['Nin', 'nichek', 'lori,+']","['nin', 'ni-', 'chek', 'lajori']","['PART', 'PART', 'ADV', 'ADV']","['Porque', 'ahora.']","['INT#PART', 'INT#PART', 'ADV', 'ADV']"
"['lori', ""tqab'ij"", 'm...', ""ta'"", ""chki'"", ""ta'"", ""chki'"", ""chee'"", 'oj,+']","['lajori', 't-', 'qa-', ""b'ij"", 'ma', ""ta'"", 'chk', ""-i'"", ""ta'"", 'chk', ""-i'"", ""chee'"", 'oj']","['ADV', 'TAM', 'PERS', 'VI', 'PART', 'PART', 'PART', 'PART', 'PART', 'PART', 'PART', 'S', 'PRON']","['Ahora', 'decimos', 'que', 'ya', 'no', 'hay', 'Ã¡rboles', 'nosotros.']","['ADV', 'INC#TAM', 'E1P#PERS', 'VI', 'NEG#PART', 'NEG#PART', 'PART#PART', 'ENF#PART', 'NEG#PART', 'PART#PART', 'ENF#PART', 'S', 'PRON']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Ay', ""xpeti'"", 'jwerte', ""q'iij,+""]","['ay', 'x-', 'pet', ""-i'"", 'jwerte', ""q'iij""]","['VOC', 'TAM', 'VI', 'PART', 'ADJ', 'S']","['Ay', 'vino', 'mucho', 'el', 'sol.', '(hay', 'esta', 'muy', 'fuerte', 'el', 'sol)']","['VOC', 'COM#TAM', 'VI', 'ENF#PART', 'ADJ', 'S']"
"[""xpeti'"", 'jwerte', ""q'iij"", 'ooj,+']","['x-', 'pet', ""-i'"", 'jwerte', ""q'iij"", 'ooj']","['TAM', 'VI', 'PART', '???', 'S', 'PRON']","['Viene', 'muy', 'fuerte', 'el', 'sol', 'decimos', 'nosotros.']","['COM#TAM', 'VI', 'ENF#PART', '???', 'S', 'PRON']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dicen.'],['VI']
"[""Ta'"", ""chki'"", ""tk'iisi'"", ""q'aaq',+""]","[""ta'"", ""chki'"", 't-', ""k'is"", ""-i'"", ""q'aaq'""]","['PART', 'PART', 'TAM', 'VT', 'PART', 'S']","['Ya', 'no', 'se', 'termina', 'el', 'calor.']","['NEG#PART', 'PART#PART', 'INC#TAM', 'VT', 'ENF#PART', 'S']"
"[""ta'"", ""chki'"", ""tk'isi'"", 'qÃ¡wj', 'ooj,+']","[""ta'"", 'chk', ""-i'"", 't-', ""k'isi'"", 'q-', 'awaj', 'ooj']","['PART', 'PART', 'PART', 'TAM', 'VI', 'PERS', 'S', 'PRON']","['Ya', 'no', 'viven', 'nuestros', 'animales', 'de', 'nosotros.']","['NEG#PART', 'PART#PART', 'ENF#PART', 'INC#TAM', 'VI', 'E1P#PERS', 'S', 'PRON']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Neen', 'chek', ""jq'aaq'al"", ""loq'laj"", ""qajyÃºb'la,+""]","['neen', 'cheek', 'j-', ""q'aaq'"", '-aal', ""loq'laj"", 'qa-', ""juyub'la""]","['PART', 'ADV', 'PERS', 'S', 'SUF', 'ADJ', 'PERS', 'S']","['Porque', 'tanto', 'calor', 'de', 'nuestra', 'tierra.']","['INT#PART', 'ADV', 'E3S#PERS', 'S', 'SAB#SUF', 'ADJ', 'E1P#PERS', 'S']"
"[""qata'j.+""]","['qa-', ""tÃ¡q'aj""]","['PERS', 'S']","['Nuestras', 'planicies.']","['E1P#PERS', 'S']"
"[""Ri'"", 'li', ""tb'enowk,+""]","[""ri'"", 'li', 't-', ""b'en"", '-ow', '-ik']","['PART', 'DEM', 'TAM', 'VT', 'SUF', 'SUF']","['Es', 'por', 'eso.']","['AFI#PART', 'DEM#DEM', 'INC#TAM', 'VT', 'AP#SUF', 'SC#SUF']"
"['porke', 'neen', 'chek', ""ta'"", ""chki'"", ""chee'.+""]","['porke', 'neen', 'chek', ""ta'"", ""chiki'"", ""chee'""]","['ADV', 'PART', 'ADV', 'PART', 'PART', 'S']","['Porque', 'ya', 'no', 'hay', 'arboles.']","['ADV', 'INT#PART', 'ADV', 'NEG#PART', 'PART#PART', 'S']"
"[""Ta'"", ""chki'"", 'qelen', ""tisik'in"", 'teew.+']","[""ta'"", 'chk', ""-i'"", 'qleen', 'ti-', ""sik'"", ""-i'n"", 'teew']","['PART', 'PART', 'PART', 'S', 'TAM', 'VI', 'PART', 'S']","['Ya', 'no', 'hay', 'quien', 'llama', 'el', 'aire.']","['NEG#PART', 'PART#PART', 'ENF#PART', 'S', 'INC#TAM', 'VI', 'ENF#PART', 'S']"
"['Toos', ""jwi'l"", ""k'u"", 'li', 'jinon', 'li', 'tren.+']","['entoons', 'j-', ""wi'l"", ""k'u"", 'li', 'jilon', 'li', 't-', 'r-', 'en']","['ADV', 'PERS', 'SREL', 'PART', 'DEM', 'DEM', 'PART', 'TAM', 'PERS', 'VT']","['Entonces', 'es', 'por', 'eso', 'que', 'hace', 'asÃ\xad.']","['ADV', 'E3S#PERS', 'SREL', 'PART#PART', 'DEM#DEM', 'DEM#DEM', 'DEM#PART', 'INC#TAM', 'E3S#PERS', 'VT']"
"['Toos', 'lijori', 'qes', ""tijb'iji'"", 'li', 'chi', 'qe+']","['entoons', 'lijori', 'qas', 'ti-', 'j-', ""b'ij"", ""-i'"", 'li', 'chi', 'qe']","['ADV', 'ADV', 'PART', 'TAM', 'PERS', 'VI', 'PART', 'DEM', 'PREP', 'SREL']","['Entonces', 'ahora', 'eso', 'nos', 'lo', 'dirÃ¡.']","['ADV', 'ADV', 'ITS#PART', 'INC#TAM', 'E3S#PERS', 'VI', 'ENF#PART', 'DEM#DEM', 'PREP#PREP', 'SREL']"
"[""tqat'o"", ""chee'.+""]","['t-', 'qa-', ""t'o"", ""chee'""]","['TAM', 'PERS', 'VT', 'S']","['Ayudemos', 'a', 'los', 'arboles.']","['INC#TAM', 'E1P#PERS', 'VT', 'S']"
"[""Chee'"", 'pok', 'nim', ""jq'iij,+""]","[""chee'"", 'pok', 'nim', 'j-', ""q'iij""]","['S', 'ADV', 'ADJ', 'PERS', 'S']","['El', 'Ã¡rbol', 'es', 'muy', 'importante.']","['S', 'ADV', 'ADJ', 'E3S#PERS', 'S']"
"[""tichikoni'"", 're', 'qchooch,+']","['ti-', 'chikon', ""-i'"", 're', 'q-', 'ichooch']","['TAM', 'VI', 'SUF', 'PART', 'PERS', 'S']","['Sirve', 'para', 'nuestra', 'casa.']","['INC#TAM', 'VI', 'AFE#SUF', 'PART#PART', 'E1P#PERS', 'S']"
"['tchkon', 'tqakoj', 'li', ""q'aaq'.+""]","['t-', 'chikon', 't-', 'qa-', 'koj', 'li', ""q'aaq'""]","['TAM', 'VI', 'TAM', 'PERS', 'VT', 'PREP', 'S']","['Sirve', 'para', 'ponerlo', 'en', 'el', 'fuego.']","['INC#TAM', 'VI', 'INC#TAM', 'E1P#PERS', 'VT', 'PREP#PREP', 'S']"
"[""Tichkoni'"", 'chi', 'qe', 're', ""ojwi'n"", ""b'a"", 'meex.+']","['ti-', 'chikon', ""-i'"", 'chi', 'q-', 'e', 're', 'oj-', ""wi'n"", ""b'a"", 'meex']","['TAM', 'VI', 'PART', 'PREP', 'PERS', 'SREL', 'PART', 'PERS', 'VI', 'SREL', 'S']","['Nos', 'sirve', 'para', 'poder', 'comer', 'sobre', 'la', 'mesa.']","['INC#TAM', 'VI', 'ENF#PART', 'PREP#PREP', 'E1P#PERS', 'SREL', 'PART#PART', 'E1P#PERS', 'VI', 'SREL', 'S']"
"['Komo', 'tren', 'taq,', 'u...', 'e...', '(staqo)', ""jb'aniko"", 'mism,+']","['koom', 't-', 'r-', 'en', 'taq', 'u', 'e', 'j-', ""b'an"", '-ik', '-ow', 'miim']","['PART', 'TAM', 'PERS', 'VT', 'PART', 'CONJ', 'CONJ', 'PERS', 'VT', 'SUF', 'SUF', 'ADV']","['Como', 'hacen', 'los,', 'como.']","['PART', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'CONJ', 'CONJ', 'E3S#PERS', 'VT', 'SC#SUF', 'AP#SUF', 'ADV']"
"['ju...', 'jun', 'qe', 'qadiyosil', ""rk'iilaq.+""]","['ju', 'jun', 'qe', 'qa-', 'diyos', '-il', 'r-', ""k'iil"", '-aq']","['NUM', 'NUM', 'PART', 'PERS', 'S', 'SABS', 'PERS', 'SREL', 'PART']","['Uno', 'solo', 'dios', 'tenemos', 'con', 'ellos.']","['NUM', 'NUM', 'PART#PART', 'E1P#PERS', 'S', 'SAB#SABS', 'E3S#PERS', 'SREL', 'PL#PART']"
"['Xaq', 'kom', ""ta'"", ""tich'eb'on"", 'taq', ""tanb'ij"", 'iin.+']","['xaq', 'koom', ""ta'"", 'ti-', ""ch'eb'"", '-on', 'taq', 't-', 'an-', ""b'ij"", 'iin']","['PART', 'ADV', 'PART', 'TAM', 'VT', 'SUF', 'PART', 'TAM', 'PERS', 'VI', 'PRON']","['Eso', 'es', 'por', 'que', 'no', 'piensan', 'digo', 'yo.']","['PART#PART', 'ADV', 'NEG#PART', 'INC#TAM', 'VT', 'AP#SUF', 'PL#PART', 'INC#TAM', 'E1S#PERS', 'VI', 'PRON']"
"['E...', 'm', 'moo', 'tren', 'taq,+']","['e', 'm', 'mood', 't-', 'r-', 'en', 'taq']","['CONJ', '???', 'ADV', 'TAM', 'PERS', 'VT', 'PART']","['Saber', 'como', 'hacen.']","['CONJ#CONJ', '???', 'ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART']"
"['qa...', 'staq', ""jb'anik"", ""chub'anik"", ""tanb'ij"", 'jun', 'qe', 'qadiyosil.+']","['qas', 'S', '-taq', 'j-', ""b'an"", '-ik', 'chu', ""b'anik"", 't-', 'an-', ""b'ij"", 'jun', 'qe', 'qa-', 'diyos', '-il']","['PART', 'PART', 'PART', 'PERS', 'VT', 'SUF', 'PREP', 'VT', 'TAM', 'PERS', 'VI', 'NUM', 'ADV', 'PERS', 'S', 'SABS']","['Asi', 'como', 'somos,', 'como', 'yo', 'digo', 'un', 'solo', 'dios', 'tenemos.']","['ITS#PART', 'AFE#PART', 'PL#PART', 'E3S#PERS', 'VT', 'SC#SUF', 'PREP#PREP', 'VT', 'INC#TAM', 'E1S#PERS', 'VI', 'NUM', 'ADV', 'E1P#PERS', 'S', 'SAB#SABS']"
"[""Ri'"", ""rka'"", ""jb'anik"", 'nemoo', 'tren', 'taq', 'yaq', ""mosib',+""]","[""ri'"", ""rka'"", 'j-', ""b'an"", '-ik', 'ne-', 'moo', 't-', 'r-', 'en', 'taq', 'yaq', 'moos', ""-ib'""]","['PART', 'PART', 'PERS', 'VT', 'SUF', 'PART', 'ADV', 'TAM', 'PERS', 'VT', 'PART', 'PL', 'S', 'PART']","['AsÃ\xad', 'hacen', 'los', 'ladinos.']","['AFI#PART', 'PART#PART', 'E3S#PERS', 'VT', 'SC#SUF', 'INT#PART', 'ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART', 'PL', 'S', 'PL#PART']"
"['sool', ""b'a"", 'meex', ""tiwi'ntaqw.+""]","['sol', ""b'a"", 'meex', 'ti-', ""wi'n"", '-taq', '-w']","['PART', 'SREL', 'S', 'TAM', 'VT', 'PART', 'PART']","['Solo', 'sobre', 'la', 'mesa', 'comen.']","['PART', 'SREL', 'S', 'INC#TAM', 'VT', 'PL#PART', 'PART#PART']"
"[""Twi'ntaq"", 'li', ""b'a"", 'meex,+']","['t-', ""wi'n"", '-taq', 'li', ""b'a"", 'meex']","['TAM', 'VT', 'PART', 'PREP', 'SREL', 'S']","['Comen', 'siempre', 'sobre', 'la', 'mesa.']","['INC#TAM', 'VT', 'PL#PART', 'PREP#PREP', 'SREL', 'S']"
"['per', 'lamas', ""k'u"", ""tpe'w"", 'li,+']","['per', 'lamas', ""k'u"", 't-', 'pe', '-w', 'li']","['ADV', 'ADV', 'PART', 'TAM', 'VI', 'PART', 'DEM']","['Pero', 'de', 'donde', 'viene', 'pues.']","['ADV', 'ADV', 'PART#PART', 'INC#TAM', 'VI', 'PART#PART', 'DEM#DEM']"
"[""ri'"", 'mis', ""chee'"", 'tijkoj', 'taq.+']","[""ri'"", 'mis', ""chee'"", 'ti-', 'j-', 'koj', 'taq']","['PART', 'ADV', 'S', 'TAM', 'PERS', 'VT', 'PART']","['Es', 'la', 'misma', 'madeera', 'el', 'aue', 'usan.']","['AFI#PART', 'ADV', 'S', 'INC#TAM', 'E3S#PERS', 'VT', 'PL#PART']"
"['Pwerta', ""ri'"", 'mis', 'pwerta.+']","['pwerta', ""ri'"", 'mis', 'pwerta']","['S', 'PART', 'ADV', 'S']","['Las', 'puertas', 'son', 'las', 'mismas.']","['S', 'AFI#PART', 'ADV', 'S']"
"['Toos', ""ri'"", 'mism,+']","['entoons', ""ri'"", 'miim']","['ADV', 'PART', 'ADV']","['Entonces', 'es', 'el', 'mismo.']","['ADV', 'AFI#PART', 'ADV']"
